"","data_id","language","form","age","gender","mom_ed","comprehension","production"
"10472",67158,"Norwegian","WS",26,"Male",NA,606,606
"10473",67159,"Norwegian","WS",30,"Male",NA,649,649
"10474",67160,"Norwegian","WS",28,"Male",NA,169,169
"10475",67161,"Norwegian","WS",27,"Male","Primary",67,67
"10476",67162,"Norwegian","WS",29,"Male","Primary",50,50
"10477",67163,"Norwegian","WS",31,"Male","Primary",34,34
"10478",67164,"Norwegian","WS",26,"Female","Graduate",657,657
"10479",67165,"Norwegian","WS",32,"Female","Graduate",700,700
"10480",67166,"Norwegian","WS",26,"Male","Secondary",684,684
"10481",67167,"Norwegian","WS",26,"Female","Secondary",150,150
"10482",67168,"Norwegian","WS",32,"Female","Secondary",562,562
"10483",67169,"Norwegian","WS",26,"Female",NA,78,78
"10484",67170,"Norwegian","WS",26,"Female",NA,643,643
"10485",67171,"Norwegian","WS",26,"Male",NA,582,582
"10486",67172,"Norwegian","WS",29,"Female",NA,551,551
"10487",67173,"Norwegian","WS",29,"Female","Graduate",426,426
"10488",67174,"Norwegian","WS",28,"Female",NA,328,328
"10489",67175,"Norwegian","WS",26,"Female",NA,145,145
"10490",67176,"Norwegian","WS",32,"Female",NA,348,348
"10491",67177,"Norwegian","WS",28,"Male",NA,634,634
"10492",67178,"Norwegian","WS",26,"Female","Secondary",0,0
"10493",67179,"Norwegian","WS",26,"Female",NA,487,487
"10494",67180,"Norwegian","WS",29,"Female",NA,547,547
"10495",67181,"Norwegian","WS",31,"Female",NA,411,411
"10496",67182,"Norwegian","WS",32,"Female",NA,571,571
"10497",67183,"Norwegian","WS",26,"Male",NA,433,433
"10498",67184,"Norwegian","WS",32,"Male",NA,659,659
"10499",67185,"Norwegian","WS",29,"Male","Graduate",644,644
"10500",67186,"Norwegian","WS",32,"Male","Graduate",713,713
